"name";"dir";"extension";"size";"mtime_datetime";"ctime_datetime";"atime_datetime";"path_length";"path_depth";"owner"
"IT_Ticket_TKT00456_Hardware.zip";"C:\share\Job3\Bereich-Softwareentwicklung\Sicherheit-IT-Security-Management";".zip";"845824";"21.07.2025 04:10:00";"19.10.2024 04:16:00";"15.08.2025 07:11:00";"107";"5";""
"Project_OP-Delta_Specs.zip";"C:\share\Job2\GB-Finanzen-und-Verwaltung\GB-Finanzen-und-Verwaltung-Technologie-IT-Operations\Supplier-Management-Team-Lieferantenbewertung-Cloud-Provider\Marketing-Material-Black-Friday-2023-Medien-2023-Regionale-Anpassungen-Zentral\CRM-Team-Datenpflege-Prozessoptimierung-Lead-Management\Process-Automation-Workflow-RPA-Onboarding-Flow\Linux-Team-Serverbetrieb-Hardening-Debian\Recruiting-Ops-Interviewkoordination-Bewerbermanagement-Finance\Sustainability-Team-Nachhaltigkeitsberichte-Umweltprojekte-Energieeffizienz\Governance-Team-Richtlinien-Zertifizierungen-ISO-9001";".zip";"845824";"25.12.2021 14:28:00";"27.06.2019 05:17:00";"12.10.2025 01:43:00";"600";"13";""
"Operations_SOP_SOP123.zip";"C:\share\Job3\GB-Sicherheit-und-Compliance\Finanzen-Finanzmanagement-Controlling";".zip";"843776";"28.03.2024 12:52:00";"07.11.2023 21:02:00";"24.06.2025 21:45:00";"106";"5";""
"Invoice_2023_1003.tar.gz";"C:\share\Job6\Abteilung-Workforce-Management\Abteilung-Workforce-Management-People-und-Culture-HR-Operations\HR-Services-Payroll-Administration-Vertragsmanagement-Vertrieb\IT-Helpdesk-Benutzersupport-Geraetemanagement-L3-Escalation\Recruiting-Ops-Interviewkoordination-Bewerbermanagement-Sales\Kundenprojekt-Schmidt-AG-Anforderungsanalyse-Konzeption-Umsetzung-Project-Kickoff";".gz";"843776";"03.01.2023 05:57:00";"05.05.2022 00:25:00";"05.07.2024 12:17:00";"400";"9";""
"Invoice_2022_3021.tar.gz";"C:\share\Job9\Team-SOC\Team-SOC-People-und-Culture-Learning-und-Development";".gz";"843776";"14.02.2022 20:50:00";"25.09.2020 11:19:00";"23.05.2023 16:57:00";"100";"5";""
"PurchaseOrder_PO5678.tar.gz";"C:\share\Job8\Abteilung-Product-Management\Finanzen-Finanzmanagement-Controlling";".gz";"842752";"19.08.2023 16:55:00";"31.10.2016 08:06:00";"22.11.2023 10:57:00";"108";"5";""
"HR_Onboarding_EMP001_Fischer.tar.gz";"C:\share\Job5\Bereich-Facility-und-Workplace\Finanzen-Finanzmanagement-Controlling";".gz";"842752";"11.01.2023 22:04:00";"15.04.2022 17:17:00";"02.10.2023 03:56:00";"118";"5";""
"Invoice_2024_1001.tar.gz";"C:\share\Job4\Bereich-Rechnungswesen\Bereich-Rechnungswesen-People-und-Culture-HR-Operations\Product-Owners-Backlogpflege-Sprintplanung-Sprint-01\Key-Account-Management-Grosskundenbetreuung-Partner-Solutions\Produktentwicklung-Premium-Serie-Version-Sprint-02-Testberichte-UAT-Ergebnisse\Standort-Frankfurt-Gebaeude-Management-Network-Infrastruktur-Wartung-Dokumentation-2025\Key-Account-Management-Grosskundenbetreuung-Partner-Solutions";".gz";"841728";"24.08.2022 17:03:00";"11.07.2017 04:39:00";"11.04.2025 03:34:00";"461";"10";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job6\Abteilung-Workforce-Management\Technologie-Softwareentwicklung";".zip";"841728";"20.12.2022 23:13:00";"09.06.2020 11:57:00";"21.10.2024 22:13:00";"104";"5";""
"Marketing_Campaign_BlackFriday_Apr.tar.gz";"C:\share\Job8\Abteilung-Infrastructure-Services\Betrieb-und-Projekte-Netzbetrieb";".gz";"841728";"24.06.2025 11:58:00";"15.08.2024 15:58:00";"11.10.2025 06:03:00";"122";"5";""
"Meeting_Minutes_Board_2024-01-15.tar.gz";"C:\share\Job8\Abteilung-Product-Management\Vertrieb-und-Marketing-Kampagnen";".gz";"839680";"17.05.2024 09:32:00";"27.07.2023 07:52:00";"18.06.2024 03:50:00";"115";"5";""
"Customer_Contract.zip";"C:\share\Job5\Abteilung-Controlling\Abteilung-Controlling-Technologie-Softwareentwicklung";".zip";"838656";"05.10.2024 18:39:00";"06.03.2024 14:09:00";"20.10.2025 14:03:00";"111";"5";""
"Budget_Plan_Marketing_FY2024.tar.gz";"C:\share\Job9\Team-Linux\Team-Linux-Sicherheit-IT-Security-Management";".gz";"837632";"17.06.2023 08:37:00";"17.01.2023 06:56:00";"26.12.2024 11:57:00";"105";"5";""
"Meeting_Minutes_Team_2024-09-05.tar.gz";"C:\share\Job8\Abteilung-Threat-Intelligence\Vertrieb-und-Marketing-Kampagnen";".gz";"836608";"18.08.2021 07:33:00";"10.07.2020 05:38:00";"22.12.2021 03:47:00";"115";"5";""
"Support_Case_CASE999_Medium.tar.gz";"C:\share\Job10\Team-Governance\Team-Governance-Technologie-Cloud-und-Infrastruktur";".gz";"836608";"26.02.2019 04:19:00";"24.07.2018 17:54:00";"02.12.2020 23:07:00";"117";"5";""
"Annual_Report_2024.zip";"C:\share\Job2\Interne-Revision\Digital-Transformation-Prozessdigitalisierung";".zip";"835584";"18.10.2023 09:06:00";"29.12.2021 17:58:00";"13.01.2024 07:03:00";"99";"5";""
"Sales_Forecast_Q3_2024.zip";"C:\share\Job3\GB-Kundenerlebnis-und-Support\Finanzen-Vertragswesen-und-Einkauf";".zip";"835584";"25.12.2021 23:49:00";"01.05.2020 13:34:00";"17.03.2023 15:01:00";"105";"5";""
"HR_Onboarding_EMP456_Wagner.zip";"C:\share\Job7\Abteilung-Security-Operations\Abteilung-Security-Operations-Betrieb-und-Projekte-Prozessmanagement";".zip";"835584";"01.08.2024 23:44:00";"16.07.2024 18:22:00";"21.01.2025 15:41:00";"144";"5";""
"Customer_CUST3003_Contract.zip";"C:\share\Job6\Abteilung-Brand-Management\Abteilung-Brand-Management-Finanzen-Finanzmanagement-Controlling";".zip";"833536";"29.08.2014 06:25:00";"29.08.2011 10:05:00";"05.12.2018 10:10:00";"136";"5";""
"Employee_Resume_Smith.zip";"C:\share\Job8\Abteilung-Training-und-Awareness\Abteilung-Training-und-Awareness-Betrieb-und-Projekte-Netzbetrieb\AI-und-Automation-KI-Projekte-Machine-Learning-Chatbot-Assistant\Strategieentwicklung-FY-2024-MaÃŸnahmenplanung-Umsetzungskontrolle-Reporting\Supplier-Management-Team-Lieferantenbewertung-Hardware-Lieferant-AG\Training-und-Awareness-Security-Schulungen-Secure-Coding\Talent-Development-Schulungen-Onboarding-Coaching-Compliance-Schulung\Project-Control-Team-Terminplanung-Risikomanagement-Go-Live\Recruiting-Ops-Interviewkoordination-Bewerbermanagement-Sales";".zip";"833536";"05.04.2022 03:17:00";"17.05.2018 00:57:00";"10.02.2025 07:50:00";"597";"12";""
"Customer_Contract.tar.gz";"C:\share\Job5\Bereich-Legal-Affairs\Vertrieb-und-Marketing-B2B-B2C-Kanaele";".gz";"832512";"24.02.2023 22:26:00";"24.02.2011 00:42:00";"14.04.2025 01:46:00";"99";"5";""
"Support_Case_CASE999_Low.tar.gz";"C:\share\Job3\Bereich-IT-Operations\Data-und-Analytics-BI-KI-Governance";".gz";"831488";"26.03.2022 21:16:00";"29.05.2020 07:43:00";"21.12.2023 08:46:00";"103";"5";""
"Invoice_2024_1001.tar.gz";"C:\share\Job2\Assistenz-der-Geschaeftsfuehrung\Betrieb-und-Projekte-Prozessmanagement";".gz";"831488";"04.02.2022 14:50:00";"08.10.2017 18:06:00";"12.03.2022 18:54:00";"110";"5";""
"RnD_Prototype_Titan_alpha.zip";"C:\share\Job9\Team-Project-Control\Digital-Transformation-Prozessdigitalisierung";".zip";"831488";"27.01.2016 21:31:00";"15.04.2015 18:01:00";"22.01.2024 19:10:00";"110";"5";""
"Sales_Forecast_Q2_2023.tar.gz";"C:\share\Job1\Rechtsabteilung\Digital-Transformation-Prozessdigitalisierung";".gz";"829440";"24.05.2020 09:14:00";"21.02.2016 07:02:00";"13.10.2023 04:39:00";"105";"5";""
"Legal_Agreement_SOW_FastRetail.tar.gz";"C:\share\Job6\Abteilung-Service-Desk\Technologie-Network-Engineering\Qualitaetssicherung-ISO-9001-Zertifizierung-2022-Pruefberichte-Massnahmenkatalog\IT-Projekt-E-Commerce-Platform-Phase-Go-Live-Technische-Spezifikation-Production\Accounting-Hauptbuch-Debitoren-Kreditoren-Steuer-2020\Archiv-Altdaten-2023-Quartal-Q2-Migration-Bereinigung\Marketing-Material-Fruehjahrsaktion-2024-Medien-2023-Regionale-Anpassungen-Nord";".gz";"828416";"15.08.2025 17:43:00";"28.03.2025 13:32:00";"13.10.2025 23:17:00";"456";"10";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job6\Abteilung-Brand-Management\Technologie-IT-Operations";".gz";"827392";"08.01.2015 14:43:00";"23.08.2012 23:35:00";"10.10.2023 22:22:00";"97";"5";""
"Customer_Contract.tar.gz";"C:\share\Job10\Team-HR-Admin\Team-HR-Admin-Digital-Transformation-Prozessdigitalisierung";".gz";"826368";"25.11.2023 02:23:00";"25.10.2023 16:51:00";"02.03.2024 04:39:00";"113";"5";""
"Salary_Overview_Legal_Jun.tar.gz";"C:\share\Job4\Bereich-HR-Operations\Betrieb-und-Projekte-Prozessmanagement";".gz";"826368";"15.07.2025 14:08:00";"23.12.2024 16:03:00";"02.08.2025 18:46:00";"107";"5";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job3\Bereich-Cyber-Defense\People-und-Culture-Learning-und-Development";".gz";"826368";"04.08.2023 20:53:00";"19.06.2022 17:52:00";"01.10.2025 18:31:00";"110";"5";""
"Salary_Overview_Legal_Aug.zip";"C:\share\Job9\Team-SOC\Finanzen-Finanzmanagement-Controlling";".zip";"826368";"25.04.2022 15:46:00";"04.07.2018 16:28:00";"22.09.2023 02:09:00";"90";"5";""
"Salary_Overview_HR_Jul.zip";"C:\share\Job9\Team-SOC\Team-SOC-Data-und-Analytics-BI-KI-Governance";".zip";"825344";"16.12.2019 22:01:00";"27.10.2018 03:00:00";"21.02.2023 21:51:00";"94";"5";""
"Training_Material_Leadership_Beginner.zip";"C:\share\Job8\Abteilung-Training-und-Awareness\Betrieb-und-Projekte-Projektmanagement\Strategieentwicklung-H1-2024-MaÃŸnahmenplanung-Umsetzungskontrolle-Reporting\Project-Office-INIT-KAM-456-Koordination-Reporting\Risk-Management-Risikobewertung-Audits-Cyber-Risk\Recruiting-Bewerbungsmanagement-Interviews-DevOps-Engineer-2021\Project-Office-INFRA-2024-789-Koordination-Reporting\Governance-Team-Richtlinien-Zertifizierungen-ISO-9001\Solution-Architecture-Systemlandschaften-Design-E-Commerce-Platform";".zip";"825344";"04.01.2018 20:26:00";"11.07.2016 09:07:00";"17.01.2025 15:02:00";"544";"12";""
"Compliance_Report_SOX_2024.zip";"C:\share\Job4\Bereich-Customer-Success\Facility-und-Workplace-Management";".zip";"825344";"08.05.2023 21:31:00";"13.01.2022 17:17:00";"10.11.2023 01:53:00";"103";"5";""
"Support_Case_CASE999_High.tar.gz";"C:\share\Job3\Bereich-IT-Security-Management\Vertrieb-und-Marketing-B2B-B2C-Kanaele";".gz";"825344";"05.08.2025 04:10:00";"04.08.2025 09:56:00";"20.10.2025 07:19:00";"116";"5";""
"Annual_Report_2024.pdf";"C:\share\Job8\Abteilung-DevOps\Finanzen-Finanzmanagement-Controlling";".pdf";"824320";"08.01.2020 20:03:00";"11.01.2019 11:37:00";"27.08.2020 15:00:00";"91";"5";""
"Employee_Hoffmann_Maria_Resume.tar.gz";"C:\share\Job9\Team-Azure\Betrieb-und-Projekte-Netzbetrieb";".gz";"824320";"21.11.2019 17:47:00";"30.07.2019 00:30:00";"29.04.2021 02:11:00";"95";"5";""
"Budget_Plan_IT_FY2025.zip";"C:\share\Job6\Abteilung-Sales-Operations\Facility-und-Workplace-Management";".zip";"823296";"13.07.2019 05:22:00";"22.03.2019 03:42:00";"11.05.2023 10:33:00";"100";"5";""
"Salary_Overview_RnD_Apr.zip";"C:\share\Job6\Abteilung-Workforce-Management\People-und-Culture-Learning-und-Development";".zip";"823296";"14.09.2023 23:53:00";"01.12.2021 17:54:00";"11.10.2024 08:09:00";"116";"5";""
"Legal_Agreement_SLA_MegaBank.zip";"C:\share\Job7\Abteilung-Solution-Architecture\Abteilung-Solution-Architecture-Kundenerlebnis-Customer-Support\IT-Helpdesk-Benutzersupport-Geraetemanagement-L1-Support\Marketing-Material-Black-Friday-2023-Medien-2020-Regionale-Anpassungen-Nord\HR-Admin-Team-Vertragsverwaltung-Datenpflege-Auszubildende\Customer-Support-1st-2nd-Level-Tickets-2024-Juli\Compliance-Audit-SOX-2024-Nachweise-Korrekturmassnahmen-Dokumentation\Strategieentwicklung-H1-2024-MaÃŸnahmenplanung-Umsetzungskontrolle-Reporting\Data-Engineering-ETL-Datenintegration-Architektur-IoT-Sensors\Security-Operations-SIEM-Patchmanagement-Ueberwachung";".zip";"822272";"25.03.2020 21:19:00";"02.05.2016 19:06:00";"23.02.2025 16:31:00";"646";"13";""
"Compliance_Report_SOX_2025.tar.gz";"C:\share\Job5\Abteilung-Cloud-Infrastructure\Finanzen-Finanzmanagement-Controlling";".gz";"822272";"26.10.2023 17:57:00";"26.02.2022 08:09:00";"15.01.2025 07:02:00";"116";"5";""
"Marketing_Campaign_NewYear_Nov.zip";"C:\share\Job4\Bereich-Vertragswesen\Bereich-Vertragswesen-Facility-und-Workplace-Management";".zip";"821248";"21.04.2019 14:34:00";"20.11.2016 08:32:00";"15.04.2021 01:46:00";"126";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job2\GB-Finanzen-und-Verwaltung\Technologie-IT-Operations";".zip";"821248";"03.08.2020 09:20:00";"09.06.2019 07:27:00";"29.11.2024 10:58:00";"94";"5";""
"Meeting_Minutes_Board_2024-12-20.zip";"C:\share\Job2\Assistenz-der-Geschaeftsfuehrung\Digital-Transformation-Prozessdigitalisierung";".zip";"820224";"10.09.2024 07:32:00";"21.07.2023 20:32:00";"14.10.2024 00:37:00";"129";"5";""
"PurchaseOrder_PO5678.zip";"C:\share\Job9\Team-SOC\People-und-Culture-Learning-und-Development";".zip";"820224";"01.04.2026 13:37:00";"01.04.2011 09:35:00";"01.04.2026 19:52:00";"91";"5";""
"Contract_Addendum_CNT001_Final.zip";"C:\share\Job1\Compliance-und-Risk-Management\Vertrieb-und-Marketing-B2B-B2C-Kanaele";".zip";"819200";"09.01.2024 07:14:00";"29.03.2022 14:50:00";"07.08.2025 20:13:00";"118";"5";""
"Support_Case_CASE001_Critical.zip";"C:\share\Job5\Bereich-Digital-Transformation\Bereich-Digital-Transformation-Technologie-IT-Operations";".zip";"819200";"15.02.2024 09:56:00";"15.12.2022 04:35:00";"27.08.2024 06:45:00";"135";"5";""
"Training_Material_DataPrivacy_Intermediate.tar.gz";"C:\share\Job4\Bereich-Vertrieb\Vertrieb-und-Marketing-Kampagnen";".gz";"818176";"16.12.2019 22:01:00";"27.10.2018 03:00:00";"21.02.2023 21:51:00";"113";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job4\Bereich-Rechnungswesen\Bereich-Rechnungswesen-People-und-Culture-HR-Operations\Product-Owners-Backlogpflege-Sprintplanung-Sprint-01\Key-Account-Management-Grosskundenbetreuung-Partner-Solutions\Produktentwicklung-Premium-Serie-Version-Sprint-02-Testberichte-UAT-Ergebnisse\Standort-Frankfurt-Gebaeude-Management-Network-Infrastruktur-Wartung-Dokumentation-2025\Key-Account-Management-Grosskundenbetreuung-Partner-Solutions";".zip";"818176";"24.04.2025 11:15:00";"19.06.2022 16:48:00";"05.06.2025 05:15:00";"464";"10";""
"Compliance_Report_GDPR_2024.zip";"C:\share\Job5\Abteilung-Controlling\Technologie-Softwareentwicklung";".zip";"818176";"20.09.2023 16:44:00";"21.12.2022 08:28:00";"15.12.2024 15:34:00";"99";"5";""
"Customer_CUST5005_Contract.tar.gz";"C:\share\Job10\Team-Training\Team-Training-Technologie-Cloud-und-Infrastruktur";".gz";"818176";"11.12.2024 17:32:00";"22.01.2023 14:41:00";"09.03.2025 10:38:00";"112";"5";""
"Customer_CUST2002_Contract.zip";"C:\share\Job2\Assistenz-der-Geschaeftsfuehrung\Digital-Transformation-Prozessdigitalisierung";".zip";"815104";"01.08.2024 23:44:00";"16.07.2024 18:22:00";"21.01.2025 15:41:00";"123";"5";""
"Support_Case_CASE042_Medium.zip";"C:\share\Job2\Interne-Revision\Vertrieb-und-Marketing-Kampagnen";".zip";"815104";"10.03.2023 11:55:00";"03.07.2022 03:34:00";"08.03.2024 23:18:00";"95";"5";""
"Support_Case_CASE001_Critical.zip";"C:\share\Job7\Abteilung-Recruiting\Betrieb-und-Projekte-Netzbetrieb";".zip";"815104";"26.09.2016 22:27:00";"20.07.2014 02:38:00";"09.02.2022 20:10:00";"101";"5";""
"Operations_SOP_SOP123.zip";"C:\share\Job7\Abteilung-Solution-Architecture\Abteilung-Solution-Architecture-Kundenerlebnis-Customer-Support\IT-Helpdesk-Benutzersupport-Geraetemanagement-L1-Support\Marketing-Material-Black-Friday-2023-Medien-2020-Regionale-Anpassungen-Nord\HR-Admin-Team-Vertragsverwaltung-Datenpflege-Auszubildende\Customer-Support-1st-2nd-Level-Tickets-2024-Juli\Compliance-Audit-SOX-2024-Nachweise-Korrekturmassnahmen-Dokumentation\Strategieentwicklung-H1-2024-MaÃŸnahmenplanung-Umsetzungskontrolle-Reporting\Data-Engineering-ETL-Datenintegration-Architektur-IoT-Sensors\Security-Operations-SIEM-Patchmanagement-Ueberwachung";".zip";"813056";"20.11.2024 16:20:00";"09.10.2022 02:55:00";"05.12.2024 15:33:00";"639";"13";""
"Annual_Report_2024.zip";"C:\share\Job7\Abteilung-Solution-Architecture\Abteilung-Solution-Architecture-Betrieb-und-Projekte-Prozessmanagement\QA-Automation-Testskripte-Regression-Smoke-Tests\Archiv-Altdaten-2022-Quartal-Q3-Migration-Bereinigung\Campaign-Team-Kampagnenplanung-Medienmanagement-Summer-Campaign\Linux-Team-Serverbetrieb-Hardening-Ubuntu-Server\Qualitaetssicherung-ISO-27001-Zertifizierung-2020-Pruefberichte-Massnahmenkatalog\Risk-Management-Risikobewertung-Audits-Operational-Risk\Analytics-Team-Data-Visuals-Forecasting-Sales-Forecast";".zip";"813056";"04.06.2024 21:52:00";"19.12.2023 05:31:00";"23.06.2024 08:50:00";"548";"12";""
"Customer_Contract.tar.gz";"C:\share\Job5\Abteilung-Controlling\Betrieb-und-Projekte-Prozessmanagement";".gz";"813056";"31.12.2018 10:53:00";"06.08.2018 23:43:00";"05.04.2024 08:29:00";"99";"5";""
"Operations_SOP_SOP045.tar.gz";"C:\share\Job3\Bereich-Projektmanagement\Betrieb-und-Projekte-Netzbetrieb";".gz";"812032";"22.09.2015 06:10:00";"04.01.2015 20:48:00";"16.04.2017 07:16:00";"101";"5";""
"Employee_Resume_Smith.zip";"C:\share\Job6\Abteilung-Workforce-Management\Technologie-IT-Operations";".zip";"812032";"10.11.2022 03:29:00";"19.11.2016 22:29:00";"27.12.2024 01:23:00";"96";"5";""
"Project_OP-Sigma_Specs.zip";"C:\share\Job1\02-CFO-Finanzen-und-Controlling\People-und-Culture-Talent-Acquisition";".zip";"811008";"27.09.2019 11:12:00";"10.06.2016 03:25:00";"16.09.2024 22:30:00";"110";"5";""
"Compliance_Report_GDPR_2025.zip";"C:\share\Job9\Team-Finance-Reporting\Team-Finance-Reporting-Finanzen-Rechnungswesen-und-Buchhaltung";".zip";"811008";"18.01.2017 02:33:00";"04.02.2012 01:06:00";"09.01.2020 17:08:00";"131";"5";""
"HR_Onboarding_EMP789_Becker.tar.gz";"C:\share\Job10\Team-HR-Admin\Betrieb-und-Projekte-Netzbetrieb";".gz";"809984";"21.03.2021 20:06:00";"03.04.2019 17:58:00";"05.08.2021 23:16:00";"96";"5";""
"Contract_Addendum_CNT456_Final.zip";"C:\share\Job4\Bereich-HR-Operations\Technologie-IT-Operations";".zip";"809984";"21.01.2023 03:30:00";"17.10.2018 16:19:00";"09.05.2025 08:04:00";"96";"5";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job9\Team-Supplier-Management\Team-Supplier-Management-People-und-Culture-Learning-und-Development";".gz";"808960";"23.04.2021 01:34:00";"19.10.2020 05:49:00";"09.01.2022 06:37:00";"138";"5";""
"Employee_Resume_Smith.tar.gz";"C:\share\Job8\Abteilung-Incident-Response\Technologie-Cloud-und-Infrastruktur";".gz";"808960";"21.01.2024 16:19:00";"02.08.2022 08:44:00";"05.09.2024 00:40:00";"106";"5";""
"IT_Ticket_TKT00123_Security.tar.gz";"C:\share\Job8\Abteilung-Incident-Response\Vertrieb-und-Marketing-Customer-Success";".gz";"808960";"28.09.2025 17:16:00";"16.03.2025 08:02:00";"22.10.2025 03:19:00";"116";"5";""
"Invoice_2024_1001.zip";"C:\share\Job3\Bereich-Softwareentwicklung\People-und-Culture-HR-Operations";".zip";"807936";"12.06.2024 22:54:00";"03.04.2023 07:08:00";"26.06.2025 16:08:00";"96";"5";""
"Employee_Schmidt_Anna_Resume.zip";"C:\share\Job4\Bereich-Customer-Success\Bereich-Customer-Success-Finanzen-Vertragswesen-und-Einkauf\Produktentwicklung-Economy-Line-Version-Sprint-05-Testberichte-Performance-Tests-Ergebnisse\Governance-Team-Richtlinien-Zertifizierungen-SOC2\Brand-Management-Corporate-Design-Kommunikationsstrategie\DevOps-CI-CD-Pipeline-Management-Testing\Compliance-Audit-SOX-2021-Nachweise-Korrekturmassnahmen-Dokumentation\Personal-Mitarbeiter-Fuehrungskraefte-Schulung-Technical-Training-Teilnahmebestaetigung\Finance-Reporting-Team-Finanzberichte-Dashboards-FY-2024";".zip";"806912";"26.04.2024 22:27:00";"15.08.2022 18:54:00";"24.01.2025 17:38:00";"587";"12";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job10\Team-Product-Owners\Technologie-Cloud-und-Infrastruktur";".gz";"806912";"27.04.2025 22:03:00";"21.11.2024 21:12:00";"13.06.2025 13:44:00";"101";"5";""
"Compliance_Report_ISO27001_2024.zip";"C:\share\Job4\Bereich-Learning-und-Development\Bereich-Learning-und-Development-People-und-Culture-Learning-und-Development\IT-Projekt-Data-Warehouse-Phase-Go-Live-Technische-Spezifikation-Testing\Lieferant-IT-Services-GmbH-Rahmenvertrag-2022-Bestellungen-Lieferscheine-Rechnungen-Q2\Accounting-Hauptbuch-Debitoren-Kreditoren-Steuer-2025\Kundenprojekt-Weber-Industriebedarf-Anforderungsanalyse-Konzeption-Umsetzung-Project-Kickoff\Application-Development-Premium-Serie-Sprint-Sprint-02\Solution-Architecture-Systemlandschaften-Design-E-Commerce-Platform";".zip";"806912";"11.09.2018 00:56:00";"23.05.2018 13:02:00";"05.11.2025 19:26:00";"589";"11";""
"RnD_Prototype_Orion_v3.0.tar.gz";"C:\share\Job1\03-CTO-Technologie-und-IT\Technologie-IT-Operations";".gz";"804864";"12.10.2020 18:18:00";"04.03.2019 04:48:00";"20.12.2022 06:25:00";"97";"5";""
"Meeting_Minutes_Review_2024-12-20.zip";"C:\share\Job8\Abteilung-DevOps\Facility-und-Workplace-Management";".zip";"804864";"25.04.2025 16:21:00";"14.02.2022 04:30:00";"16.06.2025 02:45:00";"102";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job9\Team-Azure\Team-Azure-Technologie-Network-Engineering";".zip";"804864";"28.10.2025 12:29:00";"17.08.2025 13:40:00";"04.11.2025 03:31:00";"95";"5";""
"Employee_Resume_Smith.tar.gz";"C:\share\Job4\Bereich-Marketing\Bereich-Marketing-Betrieb-und-Projekte-Projektmanagement";".gz";"803840";"02.05.2024 00:22:00";"23.07.2023 16:12:00";"24.12.2024 04:55:00";"117";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job5\Abteilung-Process-Automation\Abteilung-Process-Automation-People-und-Culture-Learning-und-Development";".zip";"802816";"21.07.2024 23:06:00";"22.11.2023 15:05:00";"21.08.2025 17:30:00";"143";"5";""
"Contract_Addendum_CNT456_R1.tar.gz";"C:\share\Job4\Bereich-Marketing\Technologie-Cloud-und-Infrastruktur";".gz";"801792";"24.07.2023 19:11:00";"06.05.2023 06:54:00";"02.03.2024 19:35:00";"102";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job5\Bereich-Legal-Affairs\Bereich-Legal-Affairs-Finanzen-Vertragswesen-und-Einkauf";".zip";"801792";"30.08.2022 21:35:00";"31.08.2011 01:45:00";"19.08.2024 23:50:00";"120";"5";""
"Contract_Addendum_CNT001_R1.zip";"C:\share\Job7\Abteilung-Talent-Development\Abteilung-Talent-Development-People-und-Culture-Learning-und-Development";".zip";"800768";"28.08.2021 12:02:00";"08.09.2017 05:56:00";"28.03.2023 01:02:00";"147";"5";""
